"how many planets are in are milky way?,3.13,,"
"what is a parallel circuit ?,,,"
"what is the disadvantage parallel circuit?,,,"
"What is reaction of plaster of paris with water,1,,"
"What is series circuit?,1,,"
"  When we use headphones, which energy conversion is used?,,,"
"what is the similarity between weight and mass ,,,"
"Starfish and sea cucumbers are=,,,"
"how does water freez,,,"
"what is parallel circuit?explain,1,,"
"In which of these season will you see a rainbow more often?,3,,"
"How can we change  the brightness of a bulb.,,,"
"What are some disadvantages and Advantage of sereis circuits,,,"
"what is the energy conversion that takes place in an alaram clock when it rings ?,,,"
"what is the difference between a parallel circuit and a series circuit ? ,,,"
"What is convection ?,,,"
"Detergents are _______________ .,4.5,,"
"What is radiation ?,1,,"
"What dose erosion means?,5,,"
"Who is the narrator of this story?,,,"
"What other materials did they see being brought to the recycling center?,,,"
"&quot;It is about lots of changes&quot;- What changes was the mother referring to in the last line?,,,"
"&quot;My daughter said that another class had 'adopted' the street&quot;- Based on the context of the passage, what do you think it means that a class 'adopted' a street?,,,"
"How are Jack and Annie different?,3.4,,"
"How would you best summarize the Midnight on the Moon?,4,,"
"What would you do if you were on the space and your air tank was running low?,3.38,,"
"What is the 1st M thing???.................,2.78,,"
"Why was the last chapter called &quot;Earth Life&quot;?,3.29,,"
"What is the best name for Midnight on the Moon besides Midnight on the Moon?,2.78,,"
"What is the order of space suits they put on?,3,,"
"How are   Jack and  Annie  similar  at  the  end  of  the  story ?,3,,"
"How would you compare Morgan from Jack and Annie??,2.67,,"
"Why was it impossible for Jack to get up without Annie's help???,2.78,,"
"Which one is NOT a lever?,2.25,,"
"What is a lever?,2.5,,"
"How are levers incorporated into our lives?,3,,"
"What is an example of a lever?,1.33,,"
"What could you use a lever for?,2.2,,"
"How is a lever similar to a pulley?,3.4,,"
"What type of lever would you use if you wanted to pry open something? ,2.5,,"
"How do you find the MA of a lever?,1.5,,"
"What is a lever?,1,,"
"What is a lever? ( Choose the most specific answer) ,2,,"
"What would be an example of a lever a caveman may have used?,3,,"
"How is a lever similar to a mousetrap?,4,,"
"Which of the following is a first-class lever?,1.33,,"
"1.  How many types of levers are there?,3,,"
"When was one of the first known examples of a wedge?,,,"
"2. What type of lever-that has not been mentioned in the article- do you see on a daily basis?,3,,"
"3. What is the main similarity/difference between levers and wedges?,,,"
"How many inclined planes are needed to make a wedge?,2,,"
"What could have been an earliest form a lever?,1,,"
"What is an example of an inclined plane?,,,"
"Where would a lever be useful?,2,,"
"How many types of levers are there? Include which in the comments box.,1,,"
"Why do we use levers?,2.5,,"
"What is a screw?,1,,"
"What is a lever,3,,"
"What does a first class lever have?,1,,"
"When do you use a lever?,1,,"
"How do you find a mechanical advantage of a screw?,4,,"
"What is a third-class lever?,,,"
"What simple machine(s) are related to the screw?,3,,"
"What would happen if you put a screw in water?,,,"
"What is the mechanical advantage of a lever with a load of 2,000,000lbs and effort of 2lbs?,,,"
"In what situation would you use a lever?,,,"
"What is the distance between two adjacent threads called?,2.5,,"
"What are screws used for/,2,,"
"hOW mANY cLASSES oF lEVERS aRE tHERE?,1,,"
"What is an example of a first-class lever?,,,"
"What would a screw be without the spiral around it?,3,,"
"What is the mechanical advantage of a screw that has a circumference of 72, and a pitch of 9?,2,,"
"What is one part of the screw?,2,,"
"Which of these are levers?,3,,"
"What is a fulcrum,,,"
"What is a fulcrum?,1.29,,"
"Which of the following might be a situation when you use a lever? ,3,,"
"What is one example of a third class lever?,1,,"
"Why are screws useful to us?,3,,"
"Why was the lever one of the earliest simple machines to be used?,2.2,,"
"Which thing is an example of a 1st class lever?,2,,"
"What is the pitch of a screw?,3,,"
"Why was the lever one of the oldest simple machines?,1,,"
"How would screws help us build a table?,2.5,,"
"What is one instance where you would use a lever?,3,,"
"Which of the following are second class levers? ,2,,"
"What can make a lever?,2.17,,"
"What is a Lever?,2,,"
"What is a fulcrum?,2,,"
"What are the main differences between 1st, 2nd, and 3rd class levers?,2.67,,"
"In what scenario would a Lever be used?,3.5,,"
"1. What does a lever do?,2,,"
"What is a lever?,1,,"
"A wheelbarrow is a...,2.2,,"
"2. Where is the effort force in a lever?,1,,"
"What class lever is a scissor ,1,,"
"3. How is the lever similar to a wheel and axle?,2.5,,"
"How to you think prehistoric humans used the lever?,3,,"
"What is a lever?,2,,"
"Which activity uses a lever?,2.33,,"
"Which of the following is mentioned in the article as an example of a screw or has a screw in it?,,,"
"What is a lever and what are the parts called?,3,,"
"What simple machine is a screw? ,2,,"
"How are levers helpful?,3,,"
"What is the difference between a first class lever, second class lever, and a third class lever? Free response. ,2,,"
"Why do you think levers (and other simple machines) were used by early people? Do you think natural simple machines exist from the start of the world? Free response.,,,"
"How do screws help us?,2,,"
"How do you find the mechanical advantage of a screw? ,3,,"
"WHat can a screw be considered to be?,2,,"
"How can the M.A. of a screw be found?,3,,"
"Owl is trying to find a cool rock for his rock collection, and finds a cool rock. However, it is in the territory of a rabbit who smokes weed. The rabbit sees Owl and asks him this question, &quot;Which screw gives a higher mechanical advantage: A screw with a circumference of 12 units and a pitch of 3 units(Screw A)or a screw with a circumference of 16 units and a pitch of 4 units(Screw B)?&quot; As Owl can not think about anything apart from getting away from the weed rabbit, help Owl solve the problem.,2,,"
"What are the parts of a lever...?,1,,"
"If a screw has a circumference of 1in and a pitch of 1/5 inches, than, what is the M.A.?,3,,"
"How many classes of levers are there?,1,,"
"How many types of levers are there?,1,,"
"Why do you think the original goal of levers could have been and how could they be upgraded? COMMENT BOX...,5,,"
"Do you know another instance where levers could be used?,2.5,,"
"How is a lever similar to a wheel and axle?,2.5,,"
"What does a screw help us do?(Choose the best answer),,,"
"The screw is a helpful tool commonly found in boxes which contain parts for assembling_________s, _____________s, and __________s. Fill in the blanks with your own knowledge.,,,"
"A screw is a variation of what other simple machine?,,,"
"What is a screw?,,,"
"What is an example of a first class lever?,3,,"
"How do you find the mechanical advantage of a screw?  ,,,"
"What is a screw used for?,,,"
"Why is a shovel a 3rd class lever?,,,"
"How many different classes of levers are there?,1,,"
"Why are 1st, 2nd, and 3rd class levers different?,3,,"
"How many different classes of lever are there?,1,,"
"Why would a screw help you build a table?,4,,"
"Which is an example of a first-class lever?,1,,"
"What simple machine is closest to the screw?,1,,"
"How is a lever similar to a pulley?,2,,"
"What are the uses of the screw? (Select all that apply),,,"
"What is the mechanical advantage of a screw with a circumference of 8cm, and a pitch of 4cm?,,,"
"What is the mechanical advantage of a screw that has a circumference of 4 and a pitch of 2/3?,4,,"
"What is the distance preteen the threads called,,,"
"How are screws and inclined planes relatedType answers below,,,"
"What type of simple machine is a screw? CHOOSE THE BEST ANSWER,3,,"
"How do screws help humans ,,,"
"How do screws help us,,,"
"What is a first class lever?,1,,"
"What is a lever?,1.67,,"
"Why would we use a lever in life?,2.67,,"
"How do levers work? What is the main component that makes it a useful simple machine?,,,"
"Do you know another instance of a first class lever?,3,,"
"Can you distinguish between first class and second class levers? (In terms of in the middle?),3,,"
"How can you find the mechanical advantage of a screw?,,,"
"Which way can the screw be used?,,,"
"How does a screw act like a simple machine?,3,,"
"What is the distance between the threads on the screw  called?,,,"
"What is a screw considered?,3,,"
"is a screw in any way like a spiral staircase? ,,,"
"If you have 2 wedges, how do you compare the mechanical advantages?,1,,"
"how can a screw be used (select all that work).,,,"
"What is the distance between two adjacent threads?,2,,"
"how do you find the mechanical advantage of a screw,,,"
"what is a lever?,2,,"
"what is a example of a first class lever,1.5,,"
"(Pick A or B.)1. A fork is a wedge and a [(A) wheel and axle] [(B) lever]. 2. A circular razor is a wedge and a(n) [(A) wheel and axle] [(B) inclined plane].3. A pen is a lever and a(n) [(A) inclined plane] [(B) wedge].(Choose the three correct multiple choice options.),3.5,,"
"an example of a third class lever is...,2,,"
"What is the natural force that allows a wheel to be used as a substitute of a wedge? (Hint: It won't be a real wedge, it will split something in half differently than a normal wedge.),5,,"
"How do you pronounce fulcrum,1,,"
"What are the different kinds of levers?,1.5,,"
"Increasing the ____________ of a screw increases it's mechanical advantage.  Fill in the blank.,1,,"
"Increasing the ____________ of a screw increases it's mechanical advantage.  Fill in the blank.,1,,"
"Increasing the ____________ of a screw increases it's mechanical advantage.  Fill in the blank.,1,,"
"Increasing the ____________ of a screw increases it's mechanical advantage.  Fill in the blank.,1,,"
"Increasing the ____________ of a screw increases it's mechanical advantage.  Fill in the blank.,1,,"
"Increasing the ____________ of a screw increases it's mechanical advantage.  Fill in the blank.,1,,"
"Increasing the ____________ of a screw increases it's mechanical advantage.  Fill in the blank.,1,,"
" restaurants and half of the family-owned restaurants go through the training. Thus, she will have to observe every restaurant first, apply the training to half of the restaurants, and then re-observe every restaurant. What kind of quasi-experimental design is she implementing?,,,"
"Bert makes his student's do weekly journal entries, then institutes a writing workshop for those who have been marked down with grammatically errors previously. Bert continues to request weekly journal entries after the intervention. What type of single-group deign would this be?,,,"
"Elizabeth decided to bring cookies to her class. Half of the cookies were oatmeal chocolate chip cookies and half oatmeal raisin. She set the plate right in front of the door and as students came in the grabbed a cookie and sat down. Within minutes people began to react to the cookie they had. Some people did not like raisins in their cookies, at this time Elizabeth took note of all the people who did not like raisins in the cookies. What type of method is this?,,,"
"Amber has developed a new guided prompt communication system for instructors and students to analyze performance throughout the course. Two instructors of MATH100 that have the same class design have volunteered to invite their students to participate in a study measuring student engagement and success in the course. Dr. Trig's class will use the communication system, and Dr. Geo's class will not use the the communication system. What type of research study will Amber be conducting? ,,,"
"The LGBTQA+ Resource Center put on a training for all students to learn about sexual identities. After the training, we surveyed students who went to the training and students who did not to see if the students who attended knew more about sexual identities than those who did not attend. What kind of study is this?,,,"
"What were some of the laws put into place by Apartheid?,2,,"
"Africa is the most diverse continet on earth, not racially but because of the thousands of languages spoken there. Evidently, the education systems that exist there are not very good. How do you believe that it is possible for such a great many of the people to be multi-lingual with out a solid education system?,3,,"
"What is the societal significance of learning about and attempting to understand the perceptions, beliefs and customs of other regions around the world? Why is this important and how can doing so affect the nature of foreign relations?,,,"
"The death penalty is legal in 31 states.  How does this high level of punishment negatively impact our society? In your opinion, should we allow this penalty or is a life time sentence in prision the better way to go in order to serve justice to society? Is the death penalty or a life time in prison worse in your eyes?,3,,"
"Many airports have racial profiling where they pull aside any suspicious looking person. While this may prevent some terrorism, this has a very small chance at happening. How can we socially profile suspicious people without casting judgment on their skin tone, or racial background,3,,"
"There is a rumor that the next world war that we will have will be over water. Is this a valid reason to go to war? In your opinion will this actually happen? Is there anyway to prevent these severe measures from happening? ,,,"
"In Latin America, the system of government changes nearly every 20 years or so. How does this constant change allow for an influx of new ideas and a resilience in regards to dictatorship?,,,"
"How do stereotypes inflence the attitude the United States has towards migrants?,,,"
"Which topics increase and cause stress the most for teens? ,2,,"
"Describe what is classic trade-off triangle?,3.67,,"
"Which one is not a phase of software management fundamentals.,3,,"
"What is the reason behind the proliferation of organ harvesting and cheap surgeries in third-world (usually Asian) countries?,,,"
"What do you think the average rating for our questions on SMILE will be as the end of the trimester approaches? If it were to jump upwards, would it be more likely that it was because our questions got better or because we banded together to collectively pass Global Perspectives? If it is the latter, what does that say about the value of this assignment?,3.33,,"
"How does a questions rating on SMILE influence the way you answer the question as well as rate it? How does the &quot;rated by x&quot; play in, if at all? How would names being attached to who voted and how effect the way you vote? ,3.33,,"
"Which is/are the main reason/reasons of projects were delivered late,3,,"
"Which of the following are the basic steps that are involved to create a software schedule in well run projects ?,4,,"
"3)what are the fundamentals of requirements management:?,3,,"
"Which of the following is not related with the requirement gathering process?,3,,"
"Why is  Requirements Management Important ? It is due to the changes,3,,"
"During the inspection meeting reviewer is doing ,3,,"
"Which one is not include the three corners where the management often controls,4,,"
"which is/are the reason/reasons of project delivered late,over budget, and less functionality ?,3,,"
"describe what is requirements management ?,1.67,,"
"List out the important fundamentals of requirements managements ? ,3,,"
"Since Africa is the most diverse continent in the world when it comes to language, how many languages do the people of Africa speak?,,,"
"In what ways is Africa know most for being diverse?,,,"
"What you mean by tracking in software project management?,4,,"
"State the important of  requirements management in software development activities ?,3,,"
"State the important of  requirements management in software development activities ?,3,,"
"are these materialistic things truly useless? If they cause joy and add to the culture of the US, why would we call these things useless? ,,,"
"How is the Syrian Refugee crisis effecting Europe?,2,,"
"Why doesn't Africa use its natural resources as an advantage? They are one of the most economicaly mieralized continents in the world. What is holding them back?,,,"
"The majority of the questions are just spin offs of other questions about the same subject or are very closely related. Is it good to constantly repeat the same question in different words?,,,"
"Too often, many people mistake Africa as a country, not a continent. Why is this? Is there bias behind it?,,,"
"What does it mean to be successful? Why is getting good grades, graduadting college and getting a good job the &quot;normal&quot; defintion of success?,,,"
"How might the crime, violence, and quality of life be different in South Africa if apartheid never existed? Consider what some negative aspects of life in South Africa apartheid caused for some, and what effects that might have on the crime, violence, and quality of life.,,,"
"Why are we creating alot of questions ? How is this helpful?,,,"
"Do you think that the way people reach out and respond to negative acts, such as violence and oppression, creates a difference further down the line? That a positive or negative response to these negative acts matters?,,,"
"Using basic knowledge, tell me how you perceive Latin America. Is this different than people perceived this region fifty years ago? ,,,"
"How does the geography of Africa affect the cultures within the continent?,,,"
"How do the two political parties negatively impact the US?,,,"
"What would happen to America if China decided to stop making the nececities that America needs to be successful?,,,"
"How have we created a materialistic society? In what ways is this beneficial, and in what ways does this hurt the way we interact?,,,"
"How can a small tribes within a big tribe such as Zulu be able to stay in contact with each other and help in times of need?,,,"
"For what reasons might China be aiding Africa so much?,1,,"
"Why is building relationships with those around you vital to becoming the person you hope to be? ,,,"
"Does the Middle East have good recources compared to a place like the United States?,2,,"
"How has the idea of Mecca in Islamic culture changed how the people of Islam go about their lives? ,,,"
"By becoming more anayltical are we forgetting about larger topics of greater precedence? ,2,,"
"Many people believe that everybody from the middle east is involved with terrorism. Is this true? Why would people think this?,,,"
"Do you think you need to change the way you make sense of the world? If so, what is the easyest way to do this? ,,,"
"What is the benefit of writing these narratives? What is the point behind them if you believe that there is one. Try to avoid obvious answers. ,,,"
"Some people say that the US is a materialistic society,  where we are consumed with useless items. So, how much do you have to use a physical item for it to become 'useful'? Can you use an item once, set it aside, but it was still a useful thing to own?  ,,,"
"Why is our perception of Africa so negative when it is in many ways it is favorable? Consider this from the perspective of Americans and the stereotypes and misconceptions that exist, and also from those in Africa. How might they be responsible for the existence of some of the misconceptions?,,,"
"In the graphic novel Persepolis, how does Marjane's perceptions of the war differ from the realities of it?,3,,"
"Is it better to create nuanced questions that are focused or is it better to create questions that tie in different aspects ?,,,"
"In what ways have Western powers influenced the Middle East, from an economic, political, and social standpoint?,,,"
"African tribes had the metals to build advanced weaponry, why didn't they invent these necessities?,,,"
"&quot;Poverty&quot; is usually meaured by amount of money and material items. Why do humans automatically look outside of themselves and to materials in order to fulfill their wants of being &quot;wealthy.&quot;,,,"
"In what ways have these narratives been assigned? Have they changed your perception of the world? ,,,"
"How do modern day hunter-gatherer tribes exist in Africa?,,,"
"Why did Africa split into small tribes?,,,"
"Many of the things we talk about in class can be grouped as the way we carry ourselves through life. Do you believe that you can simplify this down to a few core phrases or words that if you abide by them, everything else will fall into place?,,,"
"What would happen if the Middle East ran dry of oil? Who would we depend on to produce the oil that the world needs to be productful in the things we do?,2,,"
"Why is our perspective of those in the Middle East, and more specifically the Islam community, so negative when there are many similarities to our culture? What generalizations might taint our perspective and make us unnecessarily biased?,3.33,,"
"Why is it beneficial for a country to have diversity in race, culture, and religion?,,,"
"In what ways might a culture evolve and change with time? ,,,"
"In what ways is the Middle East different from the United States? I. What ways are they the same? What might be the cause of these differences?,,,"
"The terrorist groups like Al-Queda were in constant conflict with the Islamic people, because they perceived the ideas of their religion differently than everyone else. In the US, we also have conflicting views on gun laws. Why is it so easy to take an excerpt from a document, and use it for your own purposes? ,3.67,,"
"Why is the Middle East so war stricken? ,,,"
"What are some stereotypes about the Middle East that Americans have. Why do we have these?,,,"
"The middle east is located in which continent(s)?,1,,"
"How have our own biases and prejudices of religion shaped how we understand the middle east?,,,"
"How are the ideas of Allah similar to the most common religion, Christianity? ,,,"
"In what ways would the rest of the world's relationship with the Middle East be different if we did not depend on their resources? How would it be benefiicial?,,,"
"In the middle East, Iran specifically, if a women is showing hair or a large portion of skin, they are considered to be 'taunting' men. However, when men show skin or hair on their bare arms, this is not always considered as severe. Why do you think their country has formed this idea that 'all men want to do is stare at women'? Is this true? Is this true in the US? How would the culture of the US change if the men and women were required to be as covered up as the people in parts of the Middle East? ,,,"
"What are some examples of a country being rich in resources, while having a generally poor economy. How could this occur?,,,"
"How has the actions regarding religion in the middle east impacted the populace? ,2,,"
"What is the main source of conflict in the Middle East?,2,,"
"In Persepolis, Marjane is going through a war in Iran between fundamentalists and more modern people. At the same time, as a young woman she has the need to express her individuality and independence. How should she express herself and some of her views while still being accepted and not getting in trouble?,,,"
"Why might western countries like the US not want to bomb the Middle East? What reprocutions could bombing the area have?,,,"
"Many times our expectations or pre-determined ideas of people are not pure truth. What is the factor here that we use to define people?,,,"
"How has middle eastern history effected the world and in what ways?,,,"
"In what ways might the diverse cultures of the middle east create prosperity?,,,"
"What stereotypes on the Middle East do we have? How does social media affect the way we &quot;see&quot;  this region? Is this good or bad? Why?,,,"
"How has religious conflict shaped our perception and interactions with the Middle East? In what ways has this been positive and how might it be detrimental to the long term wellbeing of our country,  and theirs?,,,"
"How has religious conflict shaped our perception and interactions with the Middle East? In what ways has this been positive and how might it be detrimental to the long term wellbeing of our country,  and theirs?,,,"
"How has religious conflict shaped our perception and interactions with the Middle East? In what ways has this been positive and how might it be detrimental to the long term wellbeing of our country,  and theirs?,,,"
"How has religious conflict shaped our perception and interactions with the Middle East? In what ways has this been positive and how might it be detrimental to the long term wellbeing of our country,  and theirs?,,,"
"What is the definition of the Amplitude when referring to sound?,2.56,,"
"What creates mountains?,3,,"
"What does the word frequency mean when dealing with sound?,2.63,,"
"What planet is a dwarf planet?,1,,"
"What is the range of human hearing in hertz?,2.5,,"
"How long is the fishing season for tuna in Alaska?,,,"
"Which type of environment does this photo illustrate?,2.9,,"
"What is a daily activity only people living in an urban environment may do?,2.66,,"
"How may a person living in a suburban area spend their afternoon?,2.43,,"
"This is a picture of a farm. Who might visit here to escape from every day life?,2.89,,"
"Where might you find someone dressed as a banana, dancing in the street. ,2.78,,"
"What are my options when writing a hook?,3,,"
"What is the author's purpose of an article in the newpaper?,3.11,,"
"What are the five text structures an author may use in his or her writing to help the reader understand the events of the story?,3.4,,"
"Sally loved vanilla ice cream with rainbow sprinkles. Jack loves vanilla ice cream with chocolate sprinkles. As good readers and using this information, what can we do with Sally and Jack's favorite ways to eat ice cream?,3.82,,"
"During close reading, how many times should a good reader read the text they are analyzing?,2.79,,"
"Look at the picture and try to remember if they used a map before? What did they use the map for?,,,"
"What does the navigation system used for?,,,"
"What does the blue and green colors represent on the map?,,,"
"What color is neptune?,2,,"
"What are whales classified as ?,2,,"
"hOW MANY STARS ARE IN THE SKY?,,,"
"What about cats cause an allergic reaction?,,,"
"What causes tanning of the skin?,2,,"
"Besides, food/soil, light, water, oxygen or carbon dioxide,  what else do plants need to grow?,4,,"
"What is happening to this tree? ,3.1,,"
"What is happening to this tree? ,3.1,,"
"What is happening to this tree? ,3.1,,"
"d about China over time? Have we seen similar patterns in other countries? ,2,,"
"What are 3 examples of Newton's third law?,,,"
"What is the formula for FORCE? ,4.25,,"
"How many mph does does the earth orbit the sun? ,2,,"
"how can you tell how much of a chemical fertilizer has?,,,"
"What is the article about?,,,"
"What are the three macro-nutrients essential to a plant's health?,,,"
"what are minerals?,,,"
"How many different types of minerals does a plant need?,,,"
"What food does plants need that they make themselves?,,,"
"How do plants grow and develop?,,,"
"What are some things plants need to grow and develop?,,,"
"How do fertilizers help plants grow?,,,"
"What are the the differences between micronutrients and macronutrients? ,,,"
"What are the purpose of fertilizers? ,,,"
"Which micronutrients are usually the most important?,,,"
"what type of &quot;food&quot; do plants manufacture themselves?,,,"
"What is the purpose of fertilizer?,,,"
"how can you tell how much chemicals are in fertilizers,,,"
"What happens to plants when too much fertilizer is used?,,,"
"Out of the 10 micronutrients, which micronutrients are usually important?,,,"
"how many minerals do plants need in total?,,,"
"What is nitrogen's use in plant fertilizer?,,,"
"What do nitrogen do to plants?,,,"
"what are minerals,,,"
"Why is too much fertilizer bad for a plant's health?,,,"
"how can soil loose it's natrition,,,"
"whats the purpose of nitrogen?,,,"
"How many minerals do plants need to grow?,,,"
"What are three macro nutrients? ,,,"
"Plants need Glucose, Light, Water, Air, and a suitable temperature, and ?,,,"
"Has the dense population of China effected the opportunities that being one of the most powerful countries in the world presents? ,4,,"
" What is the root cause for males being favorited and more valued over females?,2,,"
"What caused China to become the main provider of goods to America and what made their economies so connected? ,3,,"
"How do water and minerals get into a plant?,,,"
"Fertilizers are made with different quantities of minerals. Why do you think this is necessary?,,,"
"What are the three important micronutrients,,,"
"who invented England language ?,,,"
"what do you meant Estimate the size of the product ?,,,"
"why estimation so  important in RAD project?,,,"
"What are the three steps in the process of creating an accurate development schedule.? ,,,"
"What are the steps need for creating an accurate developmentschedule?,,,"
"What are the  process of creating an accurate development schedule consists ?,,,"
"What are the ways for estimate the size of a project? ,,,"
"What are steps consists the process of create an accurate development schedule?,,,"
"what are the process of creating an accurate developmentschedule?,,,"
"What are the estimation tips?,,,"
"what are the steps consists to The process of creating an accurate development schedule?,,,"
"what is the formula for estimate the  schedule ?,,,"
"what are the points of  a program characteristic is based on the number and complexity ?,,,"
"How to estimate the size of the software?,,,"
"What are the ways we can estimate the size of the project?,,,"
"What are the ways to estimate the size of a project?,,,"
"write  some techniques for presenting schedule estimates?,,,"
"  What are the techniques for presenting schedule estimates?,,,"
"What is meant by function-point estimation?,1,,"
"List down the guidelines for making size estimates. ,,,"
"Briefly describe the three steps in the process of creating an accurate development schedule? ,,,"
"What are the function point items in a program?,,,"
"what are the ways to estimate the size of a project ?,,,"
"briefly explain what is an Estimating Probability of Loss? ,,,"
"List the  general guidelines for making size estimates.,,,"
"How you can estimate the size of a project?,,,"
" Briefly describe the techniques for presenting schedule estimates?,,,"
"Briefly describe the general guidelines for making size estimates?,,,"
"what mean by function-point estimation?,,,"
"Given some techniques for presenting schedule estimates,,,"
"What are the ways to convert a size estimate into an effort estimate?,,,"
"write the steps of creating an accurate development schedule?,,,"
"Why develop efficiently? ,,,"
"What are the general guidelines for making size estimates and describe each of them?,,,"
"What are techniques for presenting schedule estimates?,,,"
"What are the techniques for presenting schedule estimates?,,,"
"Briefly describe the effort estimation?,,,"
"what are the most important facts  in scheduling ? and briefly describe those facts?,,,"
"What are the alternative methods of computing the software schedule from the effort estimate?,,,"
"How you can estimate the size of a project?,,,"
"briefly describe about schedule estimate?,,,"
"Describe the estimate the size of a project of several ways?,,,"
"how can i estimate schedule if i have inexperience first time programmers?  ,,,"
"List some techniques for presenting schedule estimates? ,,,"
"How can we convert a size estimates into an effort estimate?,,,"
